SURVEY,year,start_time,transect,REPORT_NUMBER,region,interval,lat,lon,temperature
200703,2007,3/5/2007 8:30,23,1,Bogoslof,1389,53.40021333,-168.9352667,3.7612
200703,2007,3/5/2007 8:32,23,1,Bogoslof,1390,53.39204667,-168.93509,3.7638
200703,2007,3/5/2007 8:35,23,1,Bogoslof,1391,53.383075,-168.934975,3.769
200703,2007,3/5/2007 8:38,23,1,Bogoslof,1392,53.37404333,-168.9350267,3.7812
200703,2007,3/5/2007 8:40,23,1,Bogoslof,1393,53.36579333,-168.9351233,3.7904
200703,2007,3/5/2007 8:43,23,1,Bogoslof,1394,53.35761,-168.9353333,3.794
200703,2007,3/5/2007 8:45,23,1,Bogoslof,1395,53.34956667,-168.9353567,3.7798
200703,2007,3/5/2007 8:48,23,1,Bogoslof,1396,53.34074583,-168.9353417,3.77
200703,2007,3/5/2007 8:51,23,1,Bogoslof,1397,53.33199,-168.9352233,3.7724
200703,2007,3/5/2007 8:53,23,1,Bogoslof,1398,53.32403666,-168.9350133,3.7616
200703,2007,3/5/2007 8:56,23,1,Bogoslof,1399,53.31607667,-168.9347633,3.7508
200703,2007,3/5/2007 8:59,23,1,Bogoslof,1400,53.30744584,-168.9347,3.772
200703,2007,3/5/2007 9:01,23,1,Bogoslof,1401,53.29884333,-168.93444,3.7914
200703,2007,3/5/2007 9:04,23,1,Bogoslof,1402,53.29035417,-168.9344042,3.794
200703,2007,3/5/2007 9:07,23,1,Bogoslof,1403,53.28192667,-168.9348967,3.8064
200703,2007,3/5/2007 9:10,23,1,Bogoslof,1404,53.273575,-168.9352167,3.74725
200703,2007,3/5/2007 9:12,23,1,Bogoslof,1405,53.26533333,-168.9353267,3.7142
200703,2007,3/5/2007 9:15,23,1,Bogoslof,1406,53.25654333,-168.93526,3.705
200703,2007,3/5/2007 9:18,23,1,Bogoslof,1407,53.2483875,-168.9350667,3.69625
200703,2007,3/5/2007 9:21,23,1,Bogoslof,1408,53.23994667,-168.9349567,3.7036
200703,2007,3/5/2007 9:24,23,1,Bogoslof,1409,53.23150417,-168.9348667,3.69875
200703,2007,3/5/2007 9:26,23,1,Bogoslof,1410,53.22322667,-168.9348233,3.6894
200703,2007,3/5/2007 9:29,23,1,Bogoslof,1411,53.21422667,-168.93474,3.7074
200703,2007,3/5/2007 9:32,23,1,Bogoslof,1412,53.20672667,-168.9346733,3.7366
200703,2007,3/5/2007 9:35,23,1,Bogoslof,1413,53.19775667,-168.9347967,3.74
200703,2007,3/5/2007 9:38,23,1,Bogoslof,1414,53.18954583,-168.9352625,3.72225
200703,2007,3/5/2007 9:40,23,1,Bogoslof,1415,53.18129333,-168.93553,3.7228
200703,2007,3/5/2007 9:43,23,1,Bogoslof,1416,53.17214333,-168.93546,3.7242
200703,2007,3/5/2007 9:46,23,1,Bogoslof,1417,53.16379167,-168.9353458,3.712
200703,2007,3/5/2007 9:49,23,1,Bogoslof,1418,53.15553666,-168.9351933,3.7158
200703,2007,3/5/2007 9:52,23,1,Bogoslof,1419,53.14721667,-168.9351,3.71925
200703,2007,3/5/2007 9:54,23,1,Bogoslof,1420,53.13886666,-168.9351033,3.724
200703,2007,3/5/2007 9:57,23,1,Bogoslof,1421,53.1296,-168.93509,3.7264
200703,2007,3/5/2007 10:00,23,1,Bogoslof,1422,53.12176,-168.93518,3.7178
200703,2007,3/5/2007 10:03,23,1,Bogoslof,1423,53.1130125,-168.9355583,3.71575
200703,2007,3/5/2007 10:05,23,1,Bogoslof,1424,53.104925,-168.9358417,3.711
200703,2007,3/5/2007 10:05,23,1,Bogoslof,1425,53.10411,-168.93588,3.7108
200703,2007,3/5/2007 10:08,23,1,Bogoslof,1426,53.09423333,-168.9363567,3.7096
200703,2007,3/5/2007 10:29,24,1,Bogoslof,1434,53.06288,-169.0184267,3.7166
200703,2007,3/5/2007 10:32,24,1,Bogoslof,1435,53.07065333,-169.0185233,3.7224
200703,2007,3/5/2007 10:36,24,1,Bogoslof,1436,53.07967084,-169.0186625,3.70575
200703,2007,3/5/2007 10:39,24,1,Bogoslof,1437,53.08823333,-169.0190875,3.7235
200703,2007,3/5/2007 10:41,24,1,Bogoslof,1438,53.09589667,-169.0195233,3.7714
200703,2007,3/5/2007 10:44,24,1,Bogoslof,1439,53.10419333,-169.0197733,3.77
200703,2007,3/5/2007 10:48,24,1,Bogoslof,1440,53.11298334,-169.0193584,3.74425
200703,2007,3/5/2007 10:50,24,1,Bogoslof,1441,53.12063667,-169.0189333,3.723
200703,2007,3/5/2007 10:54,24,1,Bogoslof,1442,53.1295,-169.0184042,3.72325
200703,2007,3/5/2007 10:56,24,1,Bogoslof,1443,53.13715667,-169.0181667,3.7364
200703,2007,3/5/2007 10:59,24,1,Bogoslof,1444,53.14572667,-169.0181867,3.723
200703,2007,3/5/2007 11:02,24,1,Bogoslof,1445,53.15381667,-169.0187867,3.6954
200703,2007,3/5/2007 11:05,24,1,Bogoslof,1446,53.16220667,-169.0190033,3.6788
200703,2007,3/5/2007 11:08,24,1,Bogoslof,1447,53.17076333,-169.0191133,3.6952
200703,2007,3/5/2007 11:11,24,1,Bogoslof,1448,53.17917667,-169.01938,3.7196
200703,2007,3/5/2007 11:14,24,1,Bogoslof,1449,53.18791667,-169.01917,3.719
200703,2007,3/5/2007 11:17,24,1,Bogoslof,1450,53.19514333,-169.0189467,3.7356
200703,2007,3/5/2007 11:20,24,1,Bogoslof,1451,53.20355,-169.01875,3.723
200703,2007,3/5/2007 11:23,24,1,Bogoslof,1452,53.2122,-169.0184833,3.7246
200703,2007,3/5/2007 11:26,24,1,Bogoslof,1453,53.22112333,-169.0184333,3.7526
200703,2007,3/5/2007 11:29,24,1,Bogoslof,1454,53.22905417,-169.0186042,3.751
200703,2007,3/5/2007 11:31,24,1,Bogoslof,1455,53.23711667,-169.0189233,3.733
200703,2007,3/5/2007 11:34,24,1,Bogoslof,1456,53.24569333,-169.0192767,3.7212
200703,2007,3/5/2007 11:37,24,1,Bogoslof,1457,53.25460333,-169.0190466,3.72
200703,2007,3/5/2007 11:40,24,1,Bogoslof,1458,53.2625,-169.0185708,3.72
200703,2007,3/5/2007 11:43,24,1,Bogoslof,1459,53.27042333,-169.01838,3.7016
200703,2007,3/5/2007 11:46,24,1,Bogoslof,1460,53.27910667,-169.0184133,3.7
200703,2007,3/5/2007 11:49,24,1,Bogoslof,1461,53.28742917,-169.0188042,3.745
200703,2007,3/5/2007 11:51,24,1,Bogoslof,1462,53.29575333,-169.0191467,3.7892
200703,2007,3/5/2007 11:54,24,1,Bogoslof,1463,53.30450333,-169.0191833,3.7696
200703,2007,3/5/2007 11:57,24,1,Bogoslof,1464,53.31244583,-169.0190167,3.80325
200703,2007,3/5/2007 12:00,24,1,Bogoslof,1465,53.32080417,-169.0190083,3.809
200703,2007,3/5/2007 12:03,24,1,Bogoslof,1466,53.32882333,-169.01894,3.8028
200703,2007,3/5/2007 12:06,24,1,Bogoslof,1467,53.33757333,-169.01899,3.7702
200703,2007,3/5/2007 12:09,24,1,Bogoslof,1468,53.3455,-169.018825,3.752
200703,2007,3/5/2007 12:12,24,1,Bogoslof,1469,53.35411667,-169.0185292,3.75
200703,2007,3/5/2007 12:14,24,1,Bogoslof,1470,53.362,-169.0183634,3.7476
200703,2007,3/5/2007 12:17,24,1,Bogoslof,1471,53.37061,-169.01851,3.7424
200703,2007,3/5/2007 12:20,24,1,Bogoslof,1472,53.37943,-169.0185767,3.7368
200703,2007,3/5/2007 12:23,24,1,Bogoslof,1473,53.38757083,-169.0188375,3.7285
200703,2007,3/5/2007 12:26,24,1,Bogoslof,1474,53.3958,-169.01932,3.728
200703,2007,3/5/2007 12:29,24,1,Bogoslof,1475,53.40374584,-169.0191625,3.6995
200703,2007,3/5/2007 12:31,24,1,Bogoslof,1476,53.41177667,-169.0190467,3.6964
200703,2007,3/5/2007 12:55,25,1,Bogoslof,1485,53.41606,-169.1038333,3.7618
200703,2007,3/5/2007 12:58,25,1,Bogoslof,1486,53.40766667,-169.10359,3.7848
200703,2007,3/5/2007 13:00,25,1,Bogoslof,1487,53.39934,-169.1033233,3.7888
200703,2007,3/5/2007 13:03,25,1,Bogoslof,1488,53.39096,-169.10341,3.7884
200703,2007,3/5/2007 13:05,25,1,Bogoslof,1489,53.38262667,-169.1037433,3.7998
200703,2007,3/5/2007 13:08,25,1,Bogoslof,1490,53.37425333,-169.1034,3.6824
200703,2007,3/5/2007 13:10,25,1,Bogoslof,1491,53.3658,-169.10296,3.6098
200703,2007,3/5/2007 13:13,25,1,Bogoslof,1492,53.35722333,-169.10288,3.7488
200703,2007,3/5/2007 13:15,25,1,Bogoslof,1493,53.34887,-169.1031667,3.7552
200703,2007,3/5/2007 13:18,25,1,Bogoslof,1494,53.34011667,-169.10355,3.73475
200703,2007,3/5/2007 13:21,25,1,Bogoslof,1495,53.33142333,-169.1035433,3.7416
200703,2007,3/5/2007 13:23,25,1,Bogoslof,1496,53.32337667,-169.1033367,3.7498
200703,2007,3/5/2007 13:26,25,1,Bogoslof,1497,53.31532667,-169.1032133,3.7694
200703,2007,3/5/2007 13:29,25,1,Bogoslof,1498,53.30640417,-169.103275,3.77175
200703,2007,3/5/2007 13:31,25,1,Bogoslof,1499,53.29736667,-169.10366,3.7616
200703,2007,3/5/2007 13:34,25,1,Bogoslof,1500,53.28898667,-169.1037,3.7682
200703,2007,3/5/2007 13:36,25,1,Bogoslof,1501,53.28064,-169.1041033,3.7846
200703,2007,3/5/2007 13:39,25,1,Bogoslof,1502,53.27230333,-169.10439,3.7738
200703,2007,3/5/2007 13:41,25,1,Bogoslof,1503,53.26381333,-169.1042233,3.767
200703,2007,3/5/2007 13:44,25,1,Bogoslof,1504,53.25528,-169.10397,3.7616
200703,2007,3/5/2007 13:46,25,1,Bogoslof,1505,53.24684,-169.1037633,3.7562
200703,2007,3/5/2007 13:49,25,1,Bogoslof,1506,53.23850666,-169.1037333,3.7602
200703,2007,3/5/2007 13:51,25,1,Bogoslof,1507,53.23017667,-169.1038967,3.7604
200703,2007,3/5/2007 13:54,25,1,Bogoslof,1508,53.22195667,-169.1040433,3.7578
200703,2007,3/5/2007 13:57,25,1,Bogoslof,1509,53.213,-169.1040625,3.77675
200703,2007,3/5/2007 13:59,25,1,Bogoslof,1510,53.20408,-169.1039167,3.7778
200703,2007,3/5/2007 14:02,25,1,Bogoslof,1511,53.1959,-169.1036366,3.7938
200703,2007,3/5/2007 14:04,25,1,Bogoslof,1512,53.18774333,-169.1037967,3.7354
200703,2007,3/5/2007 14:07,25,1,Bogoslof,1513,53.17885,-169.1040042,3.73125
200703,2007,3/5/2007 14:10,25,1,Bogoslof,1514,53.17069167,-169.1039459,3.7595
200703,2007,3/5/2007 14:12,25,1,Bogoslof,1515,53.16164,-169.1042033,3.766
200703,2007,3/5/2007 14:15,25,1,Bogoslof,1516,53.15342667,-169.1041967,3.7708
200703,2007,3/5/2007 14:17,25,1,Bogoslof,1517,53.14515667,-169.10399,3.7806
200703,2007,3/5/2007 14:20,25,1,Bogoslof,1518,53.13685,-169.1038133,3.7886
200703,2007,3/5/2007 14:22,25,1,Bogoslof,1519,53.12855,-169.1036667,3.7922
200703,2007,3/5/2007 14:25,25,1,Bogoslof,1520,53.12027,-169.10371,3.8022
200703,2007,3/5/2007 14:28,25,1,Bogoslof,1521,53.11124583,-169.1040083,3.7995
200703,2007,3/5/2007 14:30,25,1,Bogoslof,1522,53.10312083,-169.1041667,3.8095
200703,2007,3/5/2007 14:33,25,1,Bogoslof,1523,53.09412333,-169.10414,3.823
200703,2007,3/5/2007 14:35,25,1,Bogoslof,1524,53.08573667,-169.1041167,3.8314
200703,2007,3/5/2007 14:38,25,1,Bogoslof,1525,53.07728333,-169.1040533,3.8396
200703,2007,3/5/2007 14:40,25,1,Bogoslof,1526,53.06871667,-169.1037534,3.8254
200703,2007,3/5/2007 14:43,25,1,Bogoslof,1527,53.06007,-169.1035267,3.8324
200703,2007,3/5/2007 14:45,25,1,Bogoslof,1528,53.05227917,-169.1033542,3.82825
200703,2007,3/5/2007 14:48,25,1,Bogoslof,1529,53.04363334,-169.103375,3.81325
200703,2007,3/5/2007 14:50,25,1,Bogoslof,1530,53.03515834,-169.1036208,3.80275
200703,2007,3/5/2007 14:53,25,1,Bogoslof,1531,53.026725,-169.1038917,3.79175
200703,2007,3/5/2007 14:55,25,1,Bogoslof,1532,53.01844167,-169.1039792,3.779
200703,2007,3/6/2007 4:05,26,1,Bogoslof,1761,52.96677,-169.1880367,3.7002
200703,2007,3/6/2007 4:08,26,1,Bogoslof,1762,52.97471667,-169.1884917,3.705
200703,2007,3/6/2007 4:11,26,1,Bogoslof,1763,52.98323333,-169.1885917,3.705
200703,2007,3/6/2007 4:14,26,1,Bogoslof,1764,52.99144583,-169.1889208,3.7075
200703,2007,3/6/2007 4:17,26,1,Bogoslof,1765,52.99985833,-169.1890542,3.7095
200703,2007,3/6/2007 4:20,26,1,Bogoslof,1766,53.00780667,-169.1885433,3.7298
200703,2007,3/6/2007 4:23,26,1,Bogoslof,1767,53.01639,-169.1883267,3.7194
200703,2007,3/6/2007 4:26,26,1,Bogoslof,1768,53.02492667,-169.18869,3.713
200703,2007,3/6/2007 4:29,26,1,Bogoslof,1769,53.03289167,-169.1887875,3.703
200703,2007,3/6/2007 4:31,26,1,Bogoslof,1770,53.04093667,-169.1887433,3.7032
200703,2007,3/6/2007 4:34,26,1,Bogoslof,1771,53.05009333,-169.18847,3.7
200703,2007,3/6/2007 4:37,26,1,Bogoslof,1772,53.0583,-169.1880875,3.69175
200703,2007,3/6/2007 4:40,26,1,Bogoslof,1773,53.0662,-169.1879833,3.6842
200703,2007,3/6/2007 4:43,26,1,Bogoslof,1774,53.07492,-169.18788,3.691
200703,2007,3/6/2007 4:46,26,1,Bogoslof,1775,53.0831375,-169.1877917,3.70225
200703,2007,3/6/2007 4:48,26,1,Bogoslof,1776,53.09153,-169.1878133,3.705
200703,2007,3/6/2007 4:51,26,1,Bogoslof,1777,53.1001125,-169.1880292,3.7375
200703,2007,3/6/2007 4:54,26,1,Bogoslof,1778,53.10821,-169.1885634,3.8502
200703,2007,3/6/2007 4:57,26,1,Bogoslof,1779,53.11654667,-169.18894,3.8428
200703,2007,3/6/2007 5:00,26,1,Bogoslof,1780,53.12495333,-169.1890633,3.839
200703,2007,3/6/2007 5:03,26,1,Bogoslof,1781,53.13341,-169.1890233,3.8386
200703,2007,3/6/2007 5:06,26,1,Bogoslof,1782,53.14103333,-169.1890417,3.8365
200703,2007,3/6/2007 5:09,26,1,Bogoslof,1783,53.149375,-169.1891167,3.8335
200703,2007,3/6/2007 5:12,26,1,Bogoslof,1784,53.15760833,-169.1892625,3.8315
200703,2007,3/6/2007 5:15,26,1,Bogoslof,1785,53.16652667,-169.1891833,3.8286
200703,2007,3/6/2007 5:18,26,1,Bogoslof,1786,53.17484667,-169.1891067,3.8084
200703,2007,3/6/2007 5:21,26,1,Bogoslof,1787,53.18326333,-169.1889033,3.8126
200703,2007,3/6/2007 5:24,26,1,Bogoslof,1788,53.19151,-169.18869,3.8384
200703,2007,3/6/2007 5:27,26,1,Bogoslof,1789,53.19994333,-169.1886134,3.8068
200703,2007,3/6/2007 5:30,26,1,Bogoslof,1790,53.20835333,-169.1885867,3.7802
200703,2007,3/6/2007 5:33,26,1,Bogoslof,1791,53.2159625,-169.1888875,3.76975
200703,2007,3/6/2007 5:36,26,1,Bogoslof,1792,53.22453333,-169.1896625,3.7685
200703,2007,3/6/2007 5:39,26,1,Bogoslof,1793,53.23305833,-169.190625,3.77
200703,2007,3/6/2007 5:41,26,1,Bogoslof,1794,53.24095667,-169.19088,3.7698
200703,2007,3/6/2007 5:44,26,1,Bogoslof,1795,53.24946667,-169.19066,3.7456
200703,2007,3/6/2007 5:47,26,1,Bogoslof,1796,53.25790667,-169.1902067,3.7422
200703,2007,3/6/2007 5:50,26,1,Bogoslof,1797,53.26645,-169.1893533,3.7264
200703,2007,3/6/2007 5:53,26,1,Bogoslof,1798,53.27487,-169.1884066,3.7268
200703,2007,3/6/2007 5:56,26,1,Bogoslof,1799,53.28265,-169.1881625,3.7285
200703,2007,3/6/2007 5:59,26,1,Bogoslof,1800,53.29117083,-169.1880458,3.745
200703,2007,3/6/2007 6:02,26,1,Bogoslof,1801,53.29971667,-169.1881708,3.78225
200703,2007,3/6/2007 6:05,26,1,Bogoslof,1802,53.30759,-169.1883367,3.793
200703,2007,3/6/2007 6:07,26,1,Bogoslof,1803,53.31256667,-169.1884792,3.8105
200703,2007,3/6/2007 6:08,26,1,Bogoslof,1804,53.31758667,-169.1885067,3.8058
200703,2007,3/6/2007 6:11,26,1,Bogoslof,1805,53.32624,-169.18858,3.7998
200703,2007,3/6/2007 6:14,26,1,Bogoslof,1806,53.33435417,-169.1886083,3.804
200703,2007,3/6/2007 6:17,26,1,Bogoslof,1807,53.34240667,-169.1885633,3.8048
200703,2007,3/6/2007 6:20,26,1,Bogoslof,1808,53.35122667,-169.1882833,3.7428
200703,2007,3/6/2007 6:23,26,1,Bogoslof,1809,53.35927083,-169.1879959,3.71775
200703,2007,3/6/2007 6:25,26,1,Bogoslof,1810,53.36724,-169.18783,3.7196
200703,2007,3/6/2007 6:28,26,1,Bogoslof,1811,53.37603667,-169.1880733,3.7154
200703,2007,3/6/2007 6:31,26,1,Bogoslof,1812,53.38405,-169.1888708,3.742
200703,2007,3/6/2007 6:50,27,1,Bogoslof,1819,53.38466,-169.2736733,3.6974
200703,2007,3/6/2007 6:53,27,1,Bogoslof,1820,53.37543334,-169.2731459,3.78775
200703,2007,3/6/2007 6:55,27,1,Bogoslof,1821,53.36785667,-169.2727933,3.8024
200703,2007,3/6/2007 6:58,27,1,Bogoslof,1822,53.3585625,-169.2725959,3.79125
200703,2007,3/6/2007 7:00,27,1,Bogoslof,1823,53.35093667,-169.27268,3.722
200703,2007,3/6/2007 7:03,27,1,Bogoslof,1824,53.34251333,-169.2728734,3.7032
200703,2007,3/6/2007 7:06,27,1,Bogoslof,1825,53.33330417,-169.2731125,3.758
200703,2007,3/6/2007 7:08,27,1,Bogoslof,1826,53.32499167,-169.273375,3.77725
200703,2007,3/6/2007 7:11,27,1,Bogoslof,1827,53.31669584,-169.2735834,3.78175
200703,2007,3/6/2007 7:13,27,1,Bogoslof,1828,53.30845,-169.2735667,3.77625
200703,2007,3/6/2007 7:16,27,1,Bogoslof,1829,53.30007083,-169.2735708,3.76725
200703,2007,3/6/2007 7:18,27,1,Bogoslof,1830,53.29093333,-169.27367,3.754
200703,2007,3/6/2007 7:21,27,1,Bogoslof,1831,53.28258,-169.2736233,3.7546
200703,2007,3/6/2007 7:23,27,1,Bogoslof,1832,53.27409333,-169.2736167,3.7526
200703,2007,3/6/2007 7:26,27,1,Bogoslof,1833,53.26549667,-169.2736333,3.749
200703,2007,3/6/2007 7:28,27,1,Bogoslof,1834,53.25698666,-169.2737367,3.7346
200703,2007,3/6/2007 7:31,27,1,Bogoslof,1835,53.24850667,-169.2738333,3.7284
200703,2007,3/6/2007 7:33,27,1,Bogoslof,1836,53.24015667,-169.27374,3.7336
200703,2007,3/6/2007 7:36,27,1,Bogoslof,1837,53.23180667,-169.2736333,3.741
200703,2007,3/6/2007 7:38,27,1,Bogoslof,1838,53.22342667,-169.2736067,3.7578
200703,2007,3/6/2007 7:41,27,1,Bogoslof,1839,53.21500333,-169.27357,3.7598
200703,2007,3/6/2007 7:43,27,1,Bogoslof,1840,53.20639333,-169.27357,3.7544
200703,2007,3/6/2007 7:46,27,1,Bogoslof,1841,53.19784333,-169.2732867,3.805
200703,2007,3/6/2007 7:48,27,1,Bogoslof,1842,53.18939333,-169.2730233,3.7838
200703,2007,3/6/2007 7:51,27,1,Bogoslof,1843,53.18094334,-169.27285,3.7664
200703,2007,3/6/2007 7:53,27,1,Bogoslof,1844,53.17244,-169.27243,3.7908
200703,2007,3/6/2007 7:56,27,1,Bogoslof,1845,53.16394,-169.2721567,3.7712
200703,2007,3/6/2007 7:58,27,1,Bogoslof,1846,53.15551,-169.2718033,3.7392
200703,2007,3/6/2007 8:01,27,1,Bogoslof,1847,53.14704667,-169.2714,3.7438
200703,2007,3/6/2007 8:03,27,1,Bogoslof,1848,53.13864,-169.2711167,3.7936
200703,2007,3/6/2007 8:06,27,1,Bogoslof,1849,53.13043333,-169.2713467,3.8388
200703,2007,3/6/2007 8:08,27,1,Bogoslof,1850,53.12225,-169.2717133,3.8494
200703,2007,3/6/2007 8:11,27,1,Bogoslof,1851,53.11320417,-169.2721125,3.8545
200703,2007,3/6/2007 8:14,27,1,Bogoslof,1852,53.10492083,-169.2725417,3.8485
200703,2007,3/6/2007 8:16,27,1,Bogoslof,1853,53.09659583,-169.2728917,3.831
200703,2007,3/6/2007 8:19,27,1,Bogoslof,1854,53.08745,-169.2731967,3.8308
200703,2007,3/6/2007 8:21,27,1,Bogoslof,1855,53.07909667,-169.2736233,3.8374
200703,2007,3/6/2007 8:24,27,1,Bogoslof,1856,53.07077,-169.2741467,3.845
200703,2007,3/6/2007 8:26,27,1,Bogoslof,1857,53.06245,-169.2740067,3.8418
200703,2007,3/6/2007 8:29,27,1,Bogoslof,1858,53.05403667,-169.2736,3.7956
200703,2007,3/6/2007 8:31,27,1,Bogoslof,1859,53.04565,-169.2728967,3.7494
200703,2007,3/6/2007 8:34,27,1,Bogoslof,1860,53.03721333,-169.2724867,3.745
200703,2007,3/6/2007 8:36,27,1,Bogoslof,1861,53.02862667,-169.2724967,3.7178
200703,2007,3/6/2007 8:39,27,1,Bogoslof,1862,53.01993,-169.2726733,3.7092
200703,2007,3/6/2007 8:41,27,1,Bogoslof,1863,53.01118667,-169.2727367,3.7106
200703,2007,3/6/2007 8:44,27,1,Bogoslof,1864,53.00233667,-169.2726333,3.6848
200703,2007,3/6/2007 8:46,27,1,Bogoslof,1865,52.99353667,-169.2727567,3.6666
200703,2007,3/6/2007 8:49,27,1,Bogoslof,1866,52.9856875,-169.2730875,3.61425
200703,2007,3/6/2007 11:14,27,1,Bogoslof,1893,52.98517333,-169.27341,3.6756
200703,2007,3/6/2007 11:17,27,1,Bogoslof,1894,52.97599667,-169.2737133,3.6664
200703,2007,3/6/2007 11:19,27,1,Bogoslof,1895,52.96889333,-169.27391,3.6256
200703,2007,3/6/2007 11:21,27,1,Bogoslof,1896,52.96031667,-169.27391,3.6006
200703,2007,3/6/2007 11:24,27,1,Bogoslof,1897,52.95169333,-169.2737933,3.5936
200703,2007,3/6/2007 11:26,27,1,Bogoslof,1898,52.94296667,-169.2737633,3.569
200703,2007,3/6/2007 11:29,27,1,Bogoslof,1899,52.93406333,-169.27379,3.5584
200703,2007,3/6/2007 11:31,27,1,Bogoslof,1900,52.92589583,-169.2738209,3.5645
200703,2007,3/6/2007 11:34,27,1,Bogoslof,1901,52.9169625,-169.2738792,3.57275
200703,2007,3/6/2007 11:36,27,1,Bogoslof,1902,52.90904,-169.27494,3.5846
200703,2007,3/6/2007 12:03,28,1,Bogoslof,1913,52.84534333,-169.35633,3.6936
200703,2007,3/6/2007 12:05,28,1,Bogoslof,1914,52.85309667,-169.3562667,3.6844
200703,2007,3/6/2007 12:08,28,1,Bogoslof,1915,52.861625,-169.3562625,3.63825
200703,2007,3/6/2007 12:11,28,1,Bogoslof,1916,52.87015667,-169.3563967,3.5708
200703,2007,3/6/2007 12:14,28,1,Bogoslof,1917,52.87799,-169.3564633,3.553
200703,2007,3/6/2007 12:16,28,1,Bogoslof,1918,52.88744333,-169.35624,3.5622
200703,2007,3/6/2007 12:19,28,1,Bogoslof,1919,52.89522,-169.3559867,3.5628
200703,2007,3/6/2007 12:22,28,1,Bogoslof,1920,52.90355417,-169.3557875,3.5555
200703,2007,3/6/2007 12:24,28,1,Bogoslof,1921,52.91177,-169.35567,3.5386
200703,2007,3/6/2007 12:27,28,1,Bogoslof,1922,52.9202375,-169.3556667,3.5355
200703,2007,3/6/2007 12:30,28,1,Bogoslof,1923,52.92868667,-169.3556067,3.5252
200703,2007,3/6/2007 12:33,28,1,Bogoslof,1924,52.93712917,-169.3554917,3.524
200703,2007,3/6/2007 12:35,28,1,Bogoslof,1925,52.94548666,-169.3554367,3.5342
200703,2007,3/6/2007 12:38,28,1,Bogoslof,1926,52.9538875,-169.3557375,3.6465
200703,2007,3/6/2007 12:41,28,1,Bogoslof,1927,52.96230667,-169.3561533,3.8088
200703,2007,3/6/2007 12:44,28,1,Bogoslof,1928,52.9704375,-169.3563167,3.808
200703,2007,3/6/2007 12:46,28,1,Bogoslof,1929,52.97859333,-169.3563667,3.8192
200703,2007,3/6/2007 12:49,28,1,Bogoslof,1930,52.98767,-169.3561633,3.809
200703,2007,3/6/2007 12:52,28,1,Bogoslof,1931,52.9953,-169.35594,3.794
200703,2007,3/6/2007 12:55,28,1,Bogoslof,1932,53.00377917,-169.3558458,3.77625
200703,2007,3/6/2007 12:57,28,1,Bogoslof,1933,53.01226667,-169.3559,3.8096
200703,2007,3/6/2007 13:00,28,1,Bogoslof,1934,53.02073334,-169.3561208,3.79525
200703,2007,3/6/2007 13:03,28,1,Bogoslof,1935,53.02919,-169.35643,3.7668
200703,2007,3/6/2007 13:05,28,1,Bogoslof,1936,53.03686667,-169.3567534,3.7586
200703,2007,3/6/2007 13:08,28,1,Bogoslof,1937,53.04602667,-169.3571334,3.7604
200703,2007,3/6/2007 13:11,28,1,Bogoslof,1938,53.05378667,-169.35734,3.7546
200703,2007,3/6/2007 13:14,28,1,Bogoslof,1939,53.06225,-169.3574167,3.74675
200703,2007,3/6/2007 13:16,28,1,Bogoslof,1940,53.07054333,-169.3575333,3.76
200703,2007,3/6/2007 13:19,28,1,Bogoslof,1941,53.07895,-169.3581,3.759
200703,2007,3/6/2007 13:22,28,1,Bogoslof,1942,53.08736667,-169.3579233,3.7578
200703,2007,3/6/2007 13:24,28,1,Bogoslof,1943,53.09516333,-169.3572366,3.776
200703,2007,3/6/2007 13:27,28,1,Bogoslof,1944,53.10445333,-169.3565633,3.809
200703,2007,3/6/2007 13:30,28,1,Bogoslof,1945,53.11224667,-169.3565,3.8138
200703,2007,3/6/2007 13:33,28,1,Bogoslof,1946,53.12085,-169.3564292,3.8065
200703,2007,3/6/2007 13:35,28,1,Bogoslof,1947,53.12938333,-169.3563167,3.8134
200703,2007,3/6/2007 13:38,28,1,Bogoslof,1948,53.13705666,-169.35613,3.8092
200703,2007,3/6/2007 13:41,28,1,Bogoslof,1949,53.14567084,-169.3558042,3.80125
200703,2007,3/6/2007 17:06,28,1,Bogoslof,1997,53.14648,-169.3563067,3.7536
200703,2007,3/6/2007 17:09,28,1,Bogoslof,1998,53.15469583,-169.3562459,3.73075
200703,2007,3/6/2007 17:12,28,1,Bogoslof,1999,53.16291667,-169.3561367,3.701
200703,2007,3/7/2007 13:51,28,1,Bogoslof,2405,53.17054,-169.3560666,3.7822
200703,2007,3/7/2007 13:54,28,1,Bogoslof,2406,53.17848,-169.3558767,3.7942
200703,2007,3/7/2007 13:57,28,1,Bogoslof,2407,53.18735833,-169.356425,3.8
200703,2007,3/7/2007 14:00,28,1,Bogoslof,2408,53.19558333,-169.3568867,3.8004
200703,2007,3/7/2007 14:03,28,1,Bogoslof,2409,53.2035125,-169.3567125,3.77925
200703,2007,3/7/2007 14:06,28,1,Bogoslof,2410,53.21222084,-169.3566125,3.78175
200703,2007,3/7/2007 14:08,28,1,Bogoslof,2411,53.22037333,-169.3564633,3.7858
200703,2007,3/7/2007 14:11,28,1,Bogoslof,2412,53.22914333,-169.35628,3.7774
200703,2007,3/7/2007 14:14,28,1,Bogoslof,2413,53.2371625,-169.356325,3.76275
200703,2007,3/7/2007 14:17,28,1,Bogoslof,2414,53.24519333,-169.35665,3.7236
